"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"22",0.9,0.9,1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.7,3,3.3,3.6,3.9,4.3,4.6,5
"23",0.9,1,1,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.7,4,4.4,4.8,5.2
"24",0.9,1,1,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.4,2.6,2.9,3.2,3.5,3.8,4.2,4.5,4.9,5.3
"25",0.9,1,1.1,1.1,1.2,1.3,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.6,3.9,4.3,4.7,5.1,5.5
"26",0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,2,2.2,2.5,2.7,3,3.3,3.7,4,4.4,4.8,5.2,5.7
"27",1,1,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.8,4.1,4.5,4.9,5.3,5.8
"28",1,1,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.2,4.6,5,5.5,6
"29",1,1.1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,2.2,2.4,2.7,2.9,3.3,3.6,4,4.3,4.7,5.2,5.6,6.1
"30",1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4,4.4,4.8,5.3,5.8,6.3
"31",1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.1,4.5,5,5.4,5.9,6.4
"32",1,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.8,4.2,4.6,5.1,5.5,6,6.6
"33",1,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.6,3.9,4.3,4.7,5.2,5.7,6.2,6.7
"34",1.1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,2.1,2.4,2.7,3,3.3,3.6,4,4.4,4.8,5.3,5.8,6.3,6.8
"35",1.1,1.2,1.3,1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,4.9,5.4,5.9,6.4,7
"36",1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5,5.5,6,6.5,7.1
"37",1.1,1.2,1.3,1.4,1.5,1.7,1.9,2,2.3,2.5,2.8,3.1,3.5,3.8,4.2,4.7,5.1,5.6,6.1,6.7,7.2
"38",1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.3,4.8,5.2,5.7,6.2,6.8,7.4
"39",1.1,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.4,2.6,2.9,3.2,3.6,4,4.4,4.9,5.3,5.8,6.4,6.9,7.5
"40",1.2,1.3,1.4,1.5,1.6,1.8,1.9,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,4.9,5.4,5.9,6.5,7,7.6
"41",1.2,1.3,1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.4,3.7,4.1,4.6,5,5.5,6,6.6,7.2,7.8
"42",1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5.1,5.6,6.1,6.7,7.3,7.9
"43",1.2,1.3,1.4,1.5,1.7,1.9,2,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.7,5.2,5.7,6.2,6.8,7.4,8
"44",1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.4,4.8,5.3,5.8,6.3,6.9,7.5,8.1
"45",1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,5.9,6.4,7,7.6,8.3
"46",1.2,1.4,1.5,1.6,1.8,1.9,2.1,2.4,2.6,2.9,3.3,3.7,4.1,4.5,5,5.5,6,6.6,7.1,7.8,8.4
"47",1.3,1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5,5.6,6.1,6.7,7.2,7.9,8.5
"48",1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.7,3,3.4,3.8,4.2,4.6,5.1,5.6,6.2,6.8,7.4,8,8.6
"49",1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.3,4.7,5.2,5.7,6.3,6.9,7.5,8.1,8.7
"50",1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.3,5.8,6.4,7,7.6,8.2,8.9
"51",1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,4,4.4,4.9,5.4,5.9,6.5,7.1,7.7,8.3,9
"52",1.3,1.5,1.6,1.8,1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.5,4.9,5.5,6,6.6,7.2,7.8,8.4,9.1
"53",1.4,1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.3,3.7,4.1,4.5,5,5.5,6.1,6.7,7.3,7.9,8.5,9.2
"54",1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.1,5.6,6.2,6.8,7.4,8,8.7,9.3
"55",1.4,1.5,1.7,1.8,2,2.2,2.5,2.7,3,3.4,3.8,4.2,4.7,5.2,5.7,6.3,6.9,7.5,8.1,8.8,9.4
"56",1.4,1.5,1.7,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.3,4.7,5.2,5.8,6.3,6.9,7.6,8.2,8.9,9.5
"57",1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.3,5.9,6.4,7,7.7,8.3,9,9.6
"58",1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.4,4.9,5.4,5.9,6.5,7.1,7.8,8.4,9.1,9.7
"59",1.5,1.6,1.8,1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.5,4.9,5.5,6,6.6,7.2,7.9,8.5,9.2,9.8
"60",1.5,1.6,1.8,2,2.1,2.4,2.6,2.9,3.3,3.6,4.1,4.5,5,5.6,6.1,6.7,7.3,8,8.6,9.3,10
"61",1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.1,5.6,6.2,6.8,7.4,8.1,8.7,9.4,10.1
"62",1.5,1.7,1.8,2,2.2,2.4,2.7,3,3.4,3.7,4.2,4.7,5.2,5.7,6.3,6.9,7.5,8.2,8.8,9.5,10.2
"63",1.5,1.7,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7,7.6,8.3,8.9,9.6,10.3
"64",1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.3,5.9,6.5,7.1,7.7,8.4,9,9.7,10.3
"65",1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.4,4.9,5.4,6,6.6,7.2,7.8,8.5,9.1,9.8,10.4
"66",1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.5,6,6.6,7.3,7.9,8.6,9.2,9.9,10.5
"67",1.6,1.8,1.9,2.1,2.4,2.6,2.9,3.2,3.6,4,4.5,5,5.5,6.1,6.7,7.4,8,8.7,9.3,10,10.6
"68",1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.1,5.6,6.2,6.8,7.5,8.1,8.8,9.4,10.1,10.7
"69",1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.2,4.6,5.1,5.7,6.3,6.9,7.6,8.2,8.9,9.6,10.2,10.8
"70",1.7,1.8,2,2.2,2.5,2.7,3,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7,7.7,8.3,9,9.7,10.3,10.9
"71",1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.8,4.3,4.8,5.3,5.9,6.5,7.1,7.8,8.4,9.1,9.8,10.4,11
"72",1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.4,6,6.6,7.2,7.9,8.5,9.2,9.9,10.5,11.1
"73",1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,4,4.4,4.9,5.5,6,6.7,7.3,8,8.6,9.3,10,10.6,11.2
"74",1.8,1.9,2.1,2.4,2.6,2.9,3.2,3.6,4,4.5,5,5.5,6.1,6.8,7.4,8.1,8.7,9.4,10.1,10.7,11.3
"75",1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5.1,5.6,6.2,6.8,7.5,8.2,8.8,9.5,10.2,10.8,11.3
"76",1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.1,5.7,6.3,6.9,7.6,8.3,8.9,9.6,10.3,10.9,11.4
"77",1.8,2,2.2,2.5,2.7,3,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7,7.7,8.4,9,9.7,10.4,11,11.5
"78",1.9,2,2.3,2.5,2.8,3.1,3.4,3.8,4.3,4.8,5.3,5.9,6.5,7.1,7.8,8.5,9.2,9.8,10.5,11.1,11.6
"79",1.9,2.1,2.3,2.6,2.8,3.1,3.5,3.9,4.3,4.8,5.4,6,6.6,7.2,7.9,8.6,9.3,9.9,10.6,11.1,11.7
"80",1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.5,6.1,6.7,7.4,8,8.7,9.4,10,10.7,11.2,11.7
"81",1.9,2.1,2.4,2.6,2.9,3.3,3.6,4,4.5,5,5.6,6.2,6.8,7.5,8.1,8.8,9.5,10.1,10.8,11.3,11.8
"82",2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.1,5.7,6.3,6.9,7.6,8.2,8.9,9.6,10.3,10.9,11.4,11.9
"83",2,2.2,2.5,2.7,3,3.4,3.7,4.2,4.7,5.2,5.8,6.4,7,7.7,8.4,9.1,9.7,10.4,11,11.5,11.9
"84",2,2.3,2.5,2.8,3.1,3.4,3.8,4.3,4.7,5.3,5.9,6.5,7.1,7.8,8.5,9.2,9.8,10.5,11.1,11.6,12
"85",2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.4,6,6.6,7.3,7.9,8.6,9.3,10,10.6,11.2,11.7,12.1
"86",2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.5,6.1,6.7,7.4,8.1,8.7,9.4,10.1,10.7,11.3,11.8,12.1
"87",2.1,2.4,2.6,2.9,3.3,3.6,4,4.5,5,5.6,6.2,6.8,7.5,8.2,8.9,9.6,10.2,10.8,11.4,11.8,12.2
"88",2.2,2.4,2.7,3,3.3,3.7,4.1,4.6,5.1,5.7,6.3,7,7.6,8.3,9,9.7,10.3,10.9,11.5,11.9,12.3
"89",2.2,2.5,2.7,3.1,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7.1,7.8,8.5,9.2,9.8,10.5,11.1,11.6,12,12.3
"90",2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.3,5.9,6.6,7.2,7.9,8.6,9.3,10,10.6,11.2,11.7,12.1,12.4
"91",2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.5,6.1,6.7,7.4,8.1,8.8,9.5,10.1,10.7,11.3,11.8,12.2,12.4
"92",2.4,2.6,3,3.3,3.7,4.1,4.5,5,5.6,6.2,6.9,7.6,8.3,9,9.6,10.3,10.9,11.4,11.9,12.2,12.5
"93",2.4,2.7,3,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7.1,7.7,8.4,9.1,9.8,10.5,11,11.6,12,12.3,12.5
"94",2.5,2.8,3.1,3.5,3.9,4.3,4.8,5.3,5.9,6.6,7.2,7.9,8.6,9.3,10,10.6,11.2,11.7,12.1,12.4,12.6
"95",2.6,2.9,3.2,3.6,4,4.5,5,5.5,6.1,6.8,7.5,8.2,8.9,9.6,10.2,10.8,11.4,11.8,12.2,12.5,12.6
"96",2.7,3,3.4,3.7,4.2,4.7,5.2,5.7,6.4,7,7.7,8.4,9.1,9.8,10.5,11,11.6,12,12.3,12.5,12.7
"97",2.8,3.1,3.5,3.9,4.4,4.9,5.4,6,6.6,7.3,8,8.7,9.4,10.1,10.7,11.3,11.8,12.1,12.4,12.6,12.7
"98",3,3.3,3.7,4.2,4.6,5.2,5.7,6.3,7,7.7,8.4,9.1,9.8,10.5,11.1,11.6,12,12.3,12.5,12.7,12.8
"99",3.2,3.6,4.1,4.6,5.1,5.6,6.2,6.9,7.6,8.3,9,9.7,10.4,11,11.5,11.9,12.3,12.5,12.7,12.7,12.8
