"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"43",54,65,79,95,113,135,159,187,217,251,288,326,365,404,442,480,515,549,579,606,628
"44",56,68,82,98,117,139,163,191,222,257,293,332,371,410,448,486,521,554,584,610,632
"45",58,70,84,101,120,142,168,196,228,262,299,338,377,416,454,492,527,559,588,614,635
"46",60,72,87,104,124,146,172,201,233,268,305,344,383,422,460,497,532,564,593,617,638
"47",62,75,90,107,127,150,176,206,238,273,311,350,389,428,466,503,537,569,597,621,641
"48",64,77,93,111,131,154,181,210,243,279,316,355,395,434,472,509,543,574,601,624,643
"49",66,80,96,114,135,158,185,215,248,284,322,361,401,440,478,514,548,578,605,628,646
"50",69,82,99,117,138,162,190,220,254,290,328,367,407,446,484,519,553,583,609,631,648
"51",71,85,102,120,142,167,194,225,259,295,334,373,413,452,489,525,558,587,613,634,651
"52",73,88,105,124,146,171,199,230,264,301,340,379,419,457,495,530,562,591,616,637,653
"53",76,90,108,127,150,175,204,235,270,307,345,385,425,463,500,535,567,595,620,639,655
"54",78,93,111,131,154,179,208,240,275,312,351,391,430,469,506,540,571,599,623,642,657
"55",81,96,114,134,158,184,213,245,280,318,357,397,436,474,511,545,576,603,626,645,659
"56",83,99,117,138,162,188,218,251,286,324,363,403,442,480,516,550,580,607,629,647,660
"57",86,102,121,142,166,193,223,256,291,329,369,408,448,486,521,555,585,610,632,649,662
"58",88,105,124,146,170,197,228,261,297,335,375,414,453,491,527,559,589,614,635,651,663
"59",91,108,127,149,174,202,233,266,303,341,380,420,459,497,532,564,593,617,638,653,665
"60",94,111,131,153,179,207,238,272,308,347,386,426,465,502,537,569,597,621,640,655,666
"61",97,114,135,157,183,211,243,277,314,353,392,432,470,507,542,573,601,624,643,657,667
"62",100,118,138,161,187,216,248,283,320,359,398,438,476,513,547,577,604,627,645,659,668
"63",103,121,142,166,192,221,253,288,326,364,404,443,482,518,551,582,608,630,648,661,670
"64",106,125,146,170,197,226,259,294,331,370,410,449,487,523,556,586,612,633,650,662,671
"65",109,128,150,174,201,231,264,300,337,376,416,455,493,528,561,590,615,636,652,664,671
"66",112,132,154,178,206,237,270,305,343,382,422,461,498,534,566,594,618,638,654,665,672
"67",116,135,158,183,211,242,275,311,349,389,428,467,504,539,570,598,622,641,656,666,673
"68",119,139,162,188,216,247,281,317,355,395,434,473,509,544,575,602,625,644,658,668,674
"69",123,143,166,192,221,253,287,323,362,401,440,479,515,549,579,606,628,646,659,669,675
"70",126,147,171,197,226,258,293,329,368,407,446,484,520,554,584,610,631,648,661,670,675
"71",130,151,175,202,232,264,299,336,374,413,452,490,526,559,588,613,634,651,663,671,676
"72",134,156,180,207,237,270,305,342,381,420,459,496,531,564,592,617,637,653,664,672,676
"73",138,160,185,212,243,276,311,348,387,426,465,502,537,568,596,620,640,655,666,673,677
"74",142,165,190,218,249,282,317,355,394,433,471,508,542,573,601,624,642,657,667,673,677
"75",146,169,195,223,254,288,324,362,400,439,477,514,548,578,605,627,645,659,668,674,677
"76",151,174,200,229,261,294,331,368,407,446,484,520,553,583,609,630,648,660,669,675,678
"77",155,179,206,235,267,301,337,375,414,452,490,526,558,587,613,634,650,662,670,675,678
"78",160,184,211,241,273,308,344,382,421,459,497,532,564,592,617,637,652,664,671,676,678
"79",165,190,217,247,280,315,351,389,428,466,503,538,569,597,620,640,655,665,672,677,679
"80",170,195,223,254,287,322,359,397,435,473,510,544,574,601,624,643,657,667,673,677,679
"81",176,201,229,260,294,329,366,404,443,480,516,550,580,606,628,645,659,668,674,677,679
"82",181,207,236,267,301,337,374,412,450,487,523,556,585,610,631,648,661,669,675,678,679
"83",187,214,243,274,308,344,382,420,458,495,530,562,590,615,635,651,663,671,676,678,679
"84",193,220,250,282,316,353,390,428,466,502,536,568,596,619,639,654,664,672,676,678,680
"85",200,227,257,290,325,361,398,436,474,510,543,574,601,624,642,656,666,673,677,679,680
"86",207,235,265,298,333,370,407,445,482,517,550,580,606,628,645,658,668,674,677,679,680
"87",214,243,274,307,342,379,416,454,490,525,558,586,611,632,648,661,669,675,678,679,680
"88",222,251,282,316,352,388,426,463,499,533,565,593,617,636,652,663,671,676,678,679,680
"89",231,260,292,326,361,398,436,473,508,542,572,599,622,640,655,665,672,676,679,680,680
"90",240,270,302,336,372,409,446,483,518,550,580,605,627,644,658,667,673,677,679,680,680
"91",249,280,313,347,383,420,457,493,527,559,587,612,632,648,661,669,674,678,679,680,680
"92",260,291,324,359,396,432,469,504,538,568,595,619,638,652,663,671,676,678,679,680,680
"93",272,304,337,372,409,445,481,516,548,578,604,625,643,656,666,673,676,679,680,680,680
"94",286,318,351,387,423,460,495,529,560,588,612,632,648,660,669,674,677,679,680,680,680
"95",301,333,368,403,439,475,510,542,572,598,621,639,653,664,671,676,678,679,680,680,680
"96",319,352,386,422,458,493,526,557,585,610,630,646,659,667,673,677,679,680,680,680,680
"97",341,374,409,444,479,513,545,574,600,622,640,654,664,671,675,678,679,680,680,680,680
"98",370,404,438,473,506,539,568,594,617,635,650,661,669,674,677,679,680,680,680,680,680
"99",414,447,481,513,545,573,598,620,638,652,662,670,674,677,679,680,680,680,680,680,680
