"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"86",165,192,222,255,290,326,363,400,435,469,501,529,556,579,600,619,634,648,658,666,671
"87",172,199,230,263,298,335,372,409,444,478,509,537,562,585,606,623,638,651,660,667,673
"88",178,206,238,271,307,344,381,418,453,486,517,545,569,591,611,628,642,653,662,669,674
"89",186,214,246,280,317,354,391,428,463,496,525,552,576,598,616,632,646,656,665,671,675
"90",193,223,255,290,327,364,402,438,473,505,534,561,584,604,622,637,649,659,667,672,676
"91",202,232,265,301,338,375,413,449,483,515,543,569,591,611,627,641,653,662,669,673,676
"92",211,242,276,312,350,388,425,461,494,525,553,577,599,617,633,646,656,664,670,674,677
"93",222,254,288,325,363,401,438,473,506,536,563,586,606,624,638,650,660,667,672,676,678
"94",234,267,302,339,377,415,452,487,519,548,573,596,615,630,644,655,663,669,674,677,678
"95",248,281,317,355,393,431,467,501,533,560,585,605,623,637,649,659,666,672,675,678,679
"96",264,299,335,373,412,449,485,518,548,574,597,616,632,645,655,663,669,674,677,678,679
"97",284,320,357,396,434,471,506,537,565,590,610,627,641,652,661,668,672,676,678,679,680
"98",312,348,386,424,462,498,531,560,586,608,625,640,651,660,667,672,675,677,679,679,680
"99",354,391,430,467,503,537,566,592,613,630,644,655,663,669,673,676,678,679,680,680,680
