"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"29",0.9,1,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2,2.2,2.4,2.6,2.9,3.1,3.4,3.6,3.9,4.2,4.5,4.9
"30",0.9,1,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.7,2.9,3.2,3.4,3.7,4,4.3,4.6,5
"31",1,1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,2.1,2.3,2.5,2.7,3,3.2,3.5,3.8,4.1,4.4,4.7,5.1
"32",1,1.1,1.1,1.2,1.4,1.5,1.6,1.8,2,2.1,2.3,2.6,2.8,3,3.3,3.6,3.9,4.2,4.5,4.9,5.2
"33",1,1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.4,2.6,2.8,3.1,3.4,3.7,4,4.3,4.6,5,5.3
"34",1,1.1,1.2,1.3,1.4,1.5,1.7,1.9,2,2.2,2.4,2.7,2.9,3.2,3.4,3.7,4,4.4,4.7,5.1,5.5
"35",1,1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.7,3,3.2,3.5,3.8,4.1,4.5,4.8,5.2,5.6
"36",1,1.1,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.3,2.5,2.8,3,3.3,3.6,3.9,4.2,4.5,4.9,5.3,5.7
"37",1,1.1,1.2,1.3,1.5,1.6,1.8,1.9,2.1,2.3,2.6,2.8,3.1,3.3,3.6,4,4.3,4.6,5,5.4,5.8
"38",1,1.1,1.2,1.4,1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.1,3.4,3.7,4,4.4,4.7,5.1,5.5,5.9
"39",1.1,1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.4,2.6,2.9,3.2,3.5,3.8,4.1,4.4,4.8,5.2,5.6,6.1
"40",1.1,1.2,1.3,1.4,1.5,1.7,1.9,2,2.2,2.5,2.7,3,3.2,3.5,3.8,4.2,4.5,4.9,5.3,5.7,6.2
"41",1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.7,3,3.3,3.6,3.9,4.2,4.6,5,5.4,5.8,6.3
"42",1.1,1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.8,3,3.3,3.6,4,4.3,4.7,5.1,5.5,5.9,6.4
"43",1.1,1.2,1.3,1.5,1.6,1.8,1.9,2.1,2.3,2.6,2.8,3.1,3.4,3.7,4,4.4,4.8,5.2,5.6,6.1,6.5
"44",1.1,1.2,1.4,1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.1,3.4,3.8,4.1,4.5,4.9,5.3,5.7,6.2,6.6
"45",1.1,1.2,1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,2.9,3.2,3.5,3.8,4.2,4.5,4.9,5.4,5.8,6.3,6.8
"46",1.2,1.3,1.4,1.5,1.7,1.8,2,2.2,2.4,2.7,3,3.2,3.6,3.9,4.2,4.6,5,5.4,5.9,6.4,6.9
"47",1.2,1.3,1.4,1.5,1.7,1.9,2.1,2.3,2.5,2.7,3,3.3,3.6,4,4.3,4.7,5.1,5.5,6,6.5,7
"48",1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.8,3,3.3,3.7,4,4.4,4.8,5.2,5.6,6.1,6.6,7.1
"49",1.2,1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.1,3.4,3.7,4.1,4.4,4.8,5.3,5.7,6.2,6.7,7.2
"50",1.2,1.3,1.5,1.6,1.8,1.9,2.1,2.4,2.6,2.9,3.1,3.4,3.8,4.1,4.5,4.9,5.3,5.8,6.3,6.8,7.3
"51",1.2,1.3,1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.2,3.5,3.8,4.2,4.6,5,5.4,5.9,6.4,6.9,7.4
"52",1.2,1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,2.9,3.2,3.5,3.9,4.3,4.7,5.1,5.5,6,6.5,7,7.5
"53",1.3,1.4,1.5,1.7,1.8,2,2.2,2.5,2.7,3,3.3,3.6,3.9,4.3,4.7,5.1,5.6,6.1,6.6,7.1,7.7
"54",1.3,1.4,1.5,1.7,1.9,2,2.3,2.5,2.7,3,3.3,3.7,4,4.4,4.8,5.2,5.7,6.2,6.7,7.2,7.8
"55",1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.7,4.1,4.5,4.9,5.3,5.8,6.3,6.8,7.3,7.9
"56",1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.1,3.4,3.8,4.1,4.5,4.9,5.4,5.9,6.3,6.9,7.4,8
"57",1.3,1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.1,3.5,3.8,4.2,4.6,5,5.5,5.9,6.4,7,7.5,8.1
"58",1.3,1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.2,3.5,3.9,4.2,4.6,5.1,5.5,6,6.5,7.1,7.6,8.2
"59",1.3,1.5,1.6,1.8,2,2.2,2.4,2.7,2.9,3.2,3.6,3.9,4.3,4.7,5.2,5.6,6.1,6.6,7.2,7.7,8.3
"60",1.4,1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.6,4,4.4,4.8,5.2,5.7,6.2,6.7,7.3,7.8,8.4
"61",1.4,1.5,1.7,1.8,2,2.2,2.5,2.7,3,3.3,3.7,4,4.4,4.8,5.3,5.8,6.3,6.8,7.4,7.9,8.5
"62",1.4,1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.7,4.1,4.5,4.9,5.4,5.9,6.4,6.9,7.5,8,8.6
"63",1.4,1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.8,4.1,4.5,5,5.4,5.9,6.5,7,7.6,8.2,8.8
"64",1.4,1.6,1.7,1.9,2.1,2.3,2.6,2.8,3.1,3.5,3.8,4.2,4.6,5.1,5.5,6,6.5,7.1,7.7,8.3,8.9
"65",1.4,1.6,1.8,1.9,2.1,2.4,2.6,2.9,3.2,3.5,3.9,4.3,4.7,5.1,5.6,6.1,6.6,7.2,7.8,8.4,9
"66",1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.2,3.6,3.9,4.3,4.7,5.2,5.7,6.2,6.7,7.3,7.9,8.5,9.1
"67",1.5,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.6,4,4.4,4.8,5.3,5.8,6.3,6.8,7.4,8,8.6,9.2
"68",1.5,1.6,1.8,2,2.2,2.5,2.7,3,3.3,3.7,4,4.4,4.9,5.3,5.8,6.4,6.9,7.5,8.1,8.7,9.3
"69",1.5,1.7,1.8,2,2.2,2.5,2.8,3,3.4,3.7,4.1,4.5,4.9,5.4,5.9,6.5,7,7.6,8.2,8.8,9.4
"70",1.5,1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.4,3.8,4.1,4.6,5,5.5,6,6.5,7.1,7.7,8.3,8.9,9.5
"71",1.5,1.7,1.9,2.1,2.3,2.6,2.8,3.1,3.5,3.8,4.2,4.6,5.1,5.6,6.1,6.6,7.2,7.8,8.4,9,9.6
"72",1.6,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.3,4.7,5.2,5.7,6.2,6.7,7.3,7.9,8.5,9.1,9.7
"73",1.6,1.8,1.9,2.1,2.4,2.6,2.9,3.2,3.6,3.9,4.3,4.8,5.2,5.7,6.3,6.8,7.4,8,8.6,9.2,9.8
"74",1.6,1.8,2,2.2,2.4,2.7,2.9,3.3,3.6,4,4.4,4.8,5.3,5.8,6.3,6.9,7.5,8.1,8.7,9.3,9.9
"75",1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4,4.5,4.9,5.4,5.9,6.4,7,7.6,8.2,8.8,9.4,10
"76",1.6,1.8,2,2.2,2.5,2.7,3,3.4,3.7,4.1,4.5,5,5.5,6,6.5,7.1,7.7,8.3,8.9,9.5,10.1
"77",1.7,1.8,2,2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5.1,5.5,6.1,6.6,7.2,7.8,8.4,9,9.6,10.2
"78",1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.8,4.2,4.7,5.1,5.6,6.2,6.7,7.3,7.9,8.5,9.1,9.8,10.4
"79",1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.3,4.7,5.2,5.7,6.3,6.8,7.4,8,8.6,9.3,9.9,10.5
"80",1.7,1.9,2.1,2.4,2.6,2.9,3.2,3.6,3.9,4.4,4.8,5.3,5.8,6.4,6.9,7.5,8.1,8.7,9.4,10,10.6
"81",1.8,2,2.2,2.4,2.7,3,3.3,3.6,4,4.4,4.9,5.4,5.9,6.4,7,7.6,8.2,8.9,9.5,10.1,10.7
"82",1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6,6.5,7.1,7.7,8.4,9,9.6,10.2,10.8
"83",1.8,2,2.2,2.5,2.8,3.1,3.4,3.7,4.1,4.6,5,5.5,6.1,6.7,7.2,7.9,8.5,9.1,9.7,10.3,10.9
"84",1.8,2,2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.7,5.1,5.6,6.2,6.8,7.4,8,8.6,9.2,9.8,10.4,11
"85",1.9,2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.3,4.7,5.2,5.7,6.3,6.9,7.5,8.1,8.7,9.4,10,10.6,11.1
"86",1.9,2.1,2.4,2.6,2.9,3.2,3.6,3.9,4.4,4.8,5.3,5.8,6.4,7,7.6,8.2,8.9,9.5,10.1,10.7,11.2
"87",1.9,2.2,2.4,2.7,3,3.3,3.6,4,4.4,4.9,5.4,5.9,6.5,7.1,7.7,8.4,9,9.6,10.2,10.8,11.3
"88",2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6.1,6.6,7.2,7.9,8.5,9.1,9.8,10.4,10.9,11.4
"89",2,2.2,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5.1,5.6,6.2,6.8,7.4,8,8.6,9.3,9.9,10.5,11,11.5
"90",2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.7,5.2,5.7,6.3,6.9,7.5,8.2,8.8,9.4,10,10.6,11.2,11.6
"91",2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.8,5.3,5.9,6.5,7.1,7.7,8.3,9,9.6,10.2,10.8,11.3,11.7
"92",2.1,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6,6.6,7.2,7.8,8.5,9.1,9.8,10.4,10.9,11.4,11.9
"93",2.2,2.5,2.7,3,3.4,3.8,4.2,4.6,5.1,5.6,6.2,6.8,7.4,8,8.7,9.3,9.9,10.5,11.1,11.6,12
"94",2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.7,5.2,5.8,6.3,6.9,7.6,8.2,8.9,9.5,10.1,10.7,11.2,11.7,12.1
"95",2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,6,6.5,7.2,7.8,8.4,9.1,9.7,10.3,10.9,11.4,11.8,12.2
"96",2.4,2.7,3,3.4,3.7,4.1,4.6,5.1,5.6,6.2,6.8,7.4,8,8.7,9.3,10,10.6,11.1,11.6,12,12.3
"97",2.5,2.8,3.2,3.5,3.9,4.3,4.8,5.3,5.9,6.4,7,7.7,8.3,9,9.6,10.3,10.8,11.4,11.8,12.2,12.4
"98",2.7,3,3.3,3.7,4.1,4.6,5.1,5.6,6.2,6.8,7.4,8.1,8.7,9.4,10,10.6,11.2,11.6,12,12.3,12.5
"99",2.9,3.3,3.6,4.1,4.5,5,5.5,6.1,6.7,7.3,8,8.6,9.3,9.9,10.6,11.1,11.6,12,12.3,12.5,12.7
