"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"33",30,38,48,59,73,89,107,128,153,180,209,239,271,304,337,371,404,437,469,500,529
"34",32,40,50,62,75,92,111,133,157,185,214,245,277,311,344,378,411,444,476,507,536
"35",33,42,52,64,78,95,114,137,162,190,220,251,284,317,351,385,418,451,483,513,542
"36",35,44,54,66,81,98,118,141,167,195,225,257,290,323,357,391,425,457,489,519,547
"37",36,45,56,69,84,102,122,145,172,200,231,263,296,330,364,398,431,464,495,525,553
"38",38,47,58,71,87,105,126,150,176,205,236,269,302,336,370,404,438,470,501,531,558
"39",39,49,60,74,90,108,130,154,181,211,242,275,308,343,377,411,444,477,507,537,564
"40",41,51,63,77,93,112,134,158,186,216,248,281,315,349,383,417,450,483,513,542,569
"41",43,53,65,79,96,115,138,163,191,221,253,287,321,355,389,423,457,489,519,548,574
"42",44,55,67,82,99,119,142,167,196,226,259,292,327,361,396,430,463,494,525,553,578
"43",46,57,70,85,102,122,146,172,200,232,264,298,333,367,402,436,469,500,530,558,583
"44",48,59,72,87,105,126,150,176,205,237,270,304,339,373,408,442,474,506,535,563,588
"45",49,61,74,90,109,130,154,181,210,242,276,310,345,379,414,448,480,511,541,568,592
"46",51,63,77,93,112,133,158,185,215,247,281,316,351,385,420,454,486,517,546,572,596
"47",53,65,79,96,115,137,162,190,220,253,287,322,357,391,426,459,492,522,551,577,600
"48",55,67,82,99,119,141,166,195,225,258,292,327,363,397,432,465,497,527,556,581,604
"49",57,70,84,102,122,145,171,199,230,264,298,333,368,403,438,471,503,533,560,585,608
"50",59,72,87,105,125,149,175,204,236,269,304,339,374,409,443,476,508,538,565,590,611
"51",61,74,90,108,129,153,179,209,241,275,309,345,380,415,449,482,513,543,570,594,615
"52",63,77,93,111,133,157,184,214,246,280,315,351,386,421,455,488,519,547,574,598,618
"53",65,79,95,114,136,161,188,219,251,286,321,357,392,427,460,493,524,552,578,601,622
"54",67,81,98,118,140,165,193,223,256,291,327,362,398,433,466,498,529,557,583,605,625
"55",69,84,101,121,144,169,197,228,262,297,332,368,404,438,472,504,534,562,587,609,628
"56",72,87,104,124,147,173,202,234,267,302,338,374,410,444,477,509,539,566,591,612,631
"57",74,89,107,128,151,178,207,239,272,308,344,380,415,450,483,514,544,570,595,616,634
"58",76,92,110,131,155,182,212,244,278,314,350,386,421,455,488,519,548,575,598,619,636
"59",79,95,113,135,159,186,216,249,283,319,356,392,427,461,494,524,553,579,602,622,639
"60",81,98,117,139,163,191,221,254,289,325,361,398,433,467,499,529,558,583,606,625,641
"61",84,100,120,142,167,196,226,260,295,331,367,403,439,472,504,534,562,587,609,628,644
"62",86,103,123,146,172,200,231,265,300,337,373,409,444,478,510,539,567,591,613,631,646
"63",89,106,127,150,176,205,237,270,306,343,379,415,450,483,515,544,571,595,616,634,648
"64",92,110,130,154,180,210,242,276,312,349,385,421,456,489,520,549,575,599,619,637,650
"65",94,113,134,158,185,215,247,282,318,354,391,427,462,494,525,554,580,603,623,639,652
"66",97,116,138,162,190,220,253,287,324,361,397,433,467,500,530,558,584,606,626,642,654
"67",100,119,141,166,194,225,258,293,330,367,403,439,473,505,535,563,588,610,629,644,656
"68",103,123,145,171,199,230,264,299,336,373,410,445,479,511,540,568,592,614,632,646,658
"69",106,126,149,175,204,235,269,305,342,379,416,451,485,516,546,572,596,617,635,649,660
"70",110,130,153,180,209,241,275,311,348,385,422,457,491,522,550,577,600,620,637,651,661
"71",113,134,158,184,214,246,281,317,354,392,428,463,496,527,555,581,604,624,640,653,663
"72",116,138,162,189,219,252,287,323,361,398,435,469,502,532,560,586,608,627,642,655,664
"73",120,142,166,194,225,258,293,330,367,405,441,475,508,538,565,590,612,630,645,657,666
"74",124,146,171,199,230,264,299,336,374,411,447,482,514,543,570,594,615,633,647,659,667
"75",128,150,176,204,236,270,306,343,380,418,454,488,519,549,575,598,619,636,650,660,668
"76",132,155,181,210,242,276,312,350,387,424,460,494,525,554,580,603,622,639,652,662,669
"77",136,159,186,215,248,283,319,357,394,431,467,500,531,559,584,607,626,642,654,664,670
"78",140,164,191,221,254,289,326,364,401,438,474,507,537,564,589,611,629,644,656,665,671
"79",144,169,196,227,260,296,333,371,408,445,480,513,543,570,594,615,632,647,658,667,672
"80",149,174,202,233,267,303,340,378,416,452,487,519,549,575,598,619,636,649,660,668,673
"81",154,179,208,240,274,310,348,386,423,460,494,526,555,580,603,622,639,652,662,669,674
"82",159,185,214,246,281,318,355,393,431,467,501,532,561,586,607,626,642,654,664,670,675
"83",164,191,221,253,288,325,363,401,439,475,508,539,566,591,612,630,645,657,665,671,675
"84",170,197,227,261,296,333,372,410,447,482,516,546,572,596,616,634,648,659,667,672,676
"85",176,204,234,268,304,342,380,418,455,490,523,552,578,601,621,637,651,661,668,673,677
"86",182,211,242,276,313,351,389,427,464,498,530,559,584,606,625,641,653,663,670,674,677
"87",189,218,250,285,321,360,398,436,472,507,538,566,591,612,630,644,656,665,671,675,678
"88",196,226,258,293,331,369,408,445,481,515,546,573,597,617,634,648,659,667,672,676,678
"89",204,234,267,303,341,379,418,455,491,524,554,580,603,622,638,651,661,668,673,677,678
"90",212,243,277,313,351,390,428,466,501,533,562,587,609,627,642,654,663,670,675,677,679
"91",221,253,287,324,362,401,440,476,511,542,570,595,615,632,646,657,666,672,675,678,679
"92",231,263,298,336,374,413,452,488,522,552,579,602,622,638,651,661,668,673,676,678,679
"93",242,275,311,349,388,427,464,500,533,562,588,610,628,643,655,664,670,674,677,679,679
"94",255,288,325,363,402,441,478,513,545,573,598,618,635,648,659,666,672,676,678,679,680
"95",269,304,341,379,419,457,494,528,558,585,607,626,641,653,662,669,674,677,678,679,680
"96",286,321,359,398,437,475,511,543,572,597,618,635,648,658,666,672,675,678,679,680,680
"97",307,343,381,421,459,496,531,561,588,611,629,644,655,664,670,674,677,679,679,680,680
"98",335,372,410,449,487,523,555,583,607,626,642,654,663,669,674,677,678,679,680,680,680
"99",378,416,454,491,527,559,587,611,630,645,656,665,670,674,677,679,679,680,680,680,680
