"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"28",1.1,1.2,1.4,1.6,1.9,2.1,2.4,2.6,2.9,3.1,3.4,3.7,4,4.3,4.6,5,5.4,5.7,6.2,6.6,7
"29",1.1,1.3,1.5,1.7,1.9,2.2,2.4,2.7,2.9,3.2,3.5,3.7,4,4.4,4.7,5.1,5.5,5.9,6.3,6.7,7.2
"30",1.1,1.3,1.5,1.7,1.9,2.2,2.5,2.7,3,3.3,3.5,3.8,4.1,4.5,4.8,5.2,5.6,6,6.4,6.9,7.4
"31",1.1,1.3,1.5,1.7,2,2.2,2.5,2.8,3,3.3,3.6,3.9,4.2,4.5,4.9,5.3,5.7,6.1,6.6,7.1,7.6
"32",1.2,1.3,1.5,1.8,2,2.3,2.5,2.8,3.1,3.4,3.6,3.9,4.3,4.6,5,5.4,5.8,6.3,6.7,7.2,7.7
"33",1.2,1.4,1.6,1.8,2,2.3,2.6,2.9,3.1,3.4,3.7,4,4.4,4.7,5.1,5.5,5.9,6.4,6.9,7.4,7.9
"34",1.2,1.4,1.6,1.8,2.1,2.3,2.6,2.9,3.2,3.5,3.8,4.1,4.4,4.8,5.2,5.6,6.1,6.5,7,7.5,8.1
"35",1.2,1.4,1.6,1.8,2.1,2.4,2.7,2.9,3.2,3.5,3.8,4.2,4.5,4.9,5.3,5.7,6.2,6.6,7.2,7.7,8.2
"36",1.2,1.4,1.6,1.9,2.1,2.4,2.7,3,3.3,3.6,3.9,4.2,4.6,5,5.4,5.8,6.3,6.8,7.3,7.8,8.4
"37",1.2,1.4,1.7,1.9,2.2,2.4,2.7,3,3.3,3.6,4,4.3,4.7,5.1,5.5,5.9,6.4,6.9,7.4,8,8.6
"38",1.3,1.5,1.7,1.9,2.2,2.5,2.8,3.1,3.4,3.7,4,4.4,4.7,5.1,5.6,6,6.5,7,7.6,8.1,8.7
"39",1.3,1.5,1.7,2,2.2,2.5,2.8,3.1,3.4,3.8,4.1,4.4,4.8,5.2,5.7,6.1,6.6,7.2,7.7,8.3,8.9
"40",1.3,1.5,1.7,2,2.3,2.6,2.9,3.2,3.5,3.8,4.1,4.5,4.9,5.3,5.8,6.2,6.7,7.3,7.9,8.5,9.1
"41",1.3,1.5,1.8,2,2.3,2.6,2.9,3.2,3.5,3.9,4.2,4.6,5,5.4,5.9,6.3,6.9,7.4,8,8.6,9.3
"42",1.3,1.5,1.8,2,2.3,2.6,2.9,3.3,3.6,3.9,4.3,4.6,5,5.5,5.9,6.4,7,7.5,8.1,8.8,9.4
"43",1.4,1.6,1.8,2.1,2.4,2.7,3,3.3,3.6,4,4.3,4.7,5.1,5.6,6,6.6,7.1,7.7,8.3,8.9,9.6
"44",1.4,1.6,1.8,2.1,2.4,2.7,3,3.4,3.7,4,4.4,4.8,5.2,5.7,6.1,6.7,7.2,7.8,8.4,9.1,9.8
"45",1.4,1.6,1.9,2.1,2.4,2.7,3.1,3.4,3.7,4.1,4.5,4.8,5.3,5.7,6.2,6.8,7.3,7.9,8.6,9.2,9.9
"46",1.4,1.6,1.9,2.2,2.5,2.8,3.1,3.4,3.8,4.1,4.5,4.9,5.4,5.8,6.3,6.9,7.4,8.1,8.7,9.4,10.1
"47",1.4,1.7,1.9,2.2,2.5,2.8,3.1,3.5,3.8,4.2,4.6,5,5.4,5.9,6.4,7,7.6,8.2,8.8,9.5,10.3
"48",1.5,1.7,1.9,2.2,2.5,2.8,3.2,3.5,3.9,4.3,4.6,5.1,5.5,6,6.5,7.1,7.7,8.3,9,9.7,10.4
"49",1.5,1.7,2,2.2,2.5,2.9,3.2,3.6,3.9,4.3,4.7,5.1,5.6,6.1,6.6,7.2,7.8,8.4,9.1,9.8,10.6
"50",1.5,1.7,2,2.3,2.6,2.9,3.3,3.6,4,4.4,4.8,5.2,5.7,6.2,6.7,7.3,7.9,8.6,9.3,10,10.8
"51",1.5,1.7,2,2.3,2.6,3,3.3,3.7,4.1,4.4,4.8,5.3,5.7,6.3,6.8,7.4,8,8.7,9.4,10.2,10.9
"52",1.5,1.8,2,2.3,2.7,3,3.4,3.7,4.1,4.5,4.9,5.3,5.8,6.4,6.9,7.5,8.2,8.8,9.6,10.3,11.1
"53",1.6,1.8,2.1,2.4,2.7,3,3.4,3.8,4.2,4.6,5,5.4,5.9,6.4,7,7.6,8.3,9,9.7,10.5,11.3
"54",1.6,1.8,2.1,2.4,2.7,3.1,3.4,3.8,4.2,4.6,5,5.5,6,6.5,7.1,7.7,8.4,9.1,9.8,10.6,11.5
"55",1.6,1.8,2.1,2.4,2.8,3.1,3.5,3.9,4.3,4.7,5.1,5.6,6.1,6.6,7.2,7.9,8.5,9.2,10,10.8,11.6
"56",1.6,1.9,2.1,2.5,2.8,3.2,3.5,3.9,4.3,4.7,5.2,5.6,6.2,6.7,7.3,8,8.6,9.4,10.1,10.9,11.8
"57",1.6,1.9,2.2,2.5,2.8,3.2,3.6,4,4.4,4.8,5.2,5.7,6.2,6.8,7.4,8.1,8.8,9.5,10.3,11.1,12
"58",1.7,1.9,2.2,2.5,2.9,3.2,3.6,4,4.4,4.9,5.3,5.8,6.3,6.9,7.5,8.2,8.9,9.6,10.4,11.3,12.1
"59",1.7,1.9,2.2,2.6,2.9,3.3,3.7,4.1,4.5,4.9,5.4,5.9,6.4,7,7.6,8.3,9,9.8,10.6,11.4,12.3
"60",1.7,2,2.3,2.6,2.9,3.3,3.7,4.1,4.5,5,5.4,6,6.5,7.1,7.7,8.4,9.2,9.9,10.7,11.6,12.5
"61",1.7,2,2.3,2.6,3,3.4,3.8,4.2,4.6,5.1,5.5,6,6.6,7.2,7.9,8.5,9.3,10.1,10.9,11.8,12.7
"62",1.8,2,2.3,2.7,3,3.4,3.8,4.2,4.7,5.1,5.6,6.1,6.7,7.3,8,8.7,9.4,10.2,11,11.9,12.9
"63",1.8,2,2.4,2.7,3.1,3.4,3.9,4.3,4.7,5.2,5.7,6.2,6.8,7.4,8.1,8.8,9.6,10.4,11.2,12.1,13
"64",1.8,2.1,2.4,2.7,3.1,3.5,3.9,4.3,4.8,5.3,5.7,6.3,6.9,7.5,8.2,8.9,9.7,10.5,11.4,12.3,13.2
"65",1.8,2.1,2.4,2.8,3.1,3.5,4,4.4,4.8,5.3,5.8,6.4,7,7.6,8.3,9,9.8,10.6,11.5,12.4,13.4
"66",1.9,2.1,2.4,2.8,3.2,3.6,4,4.5,4.9,5.4,5.9,6.4,7.1,7.7,8.4,9.2,10,10.8,11.7,12.6,13.6
"67",1.9,2.2,2.5,2.8,3.2,3.6,4.1,4.5,5,5.5,6,6.5,7.1,7.8,8.5,9.3,10.1,11,11.8,12.8,13.8
"68",1.9,2.2,2.5,2.9,3.3,3.7,4.1,4.6,5,5.5,6.1,6.6,7.2,7.9,8.6,9.4,10.2,11.1,12,13,14
"69",1.9,2.2,2.5,2.9,3.3,3.7,4.2,4.6,5.1,5.6,6.1,6.7,7.3,8,8.8,9.6,10.4,11.3,12.2,13.1,14.1
"70",2,2.3,2.6,2.9,3.3,3.8,4.2,4.7,5.2,5.7,6.2,6.8,7.4,8.1,8.9,9.7,10.5,11.4,12.4,13.3,14.3
"71",2,2.3,2.6,3,3.4,3.8,4.3,4.8,5.2,5.8,6.3,6.9,7.6,8.3,9,9.8,10.7,11.6,12.5,13.5,14.5
"72",2,2.3,2.7,3,3.4,3.9,4.3,4.8,5.3,5.8,6.4,7,7.7,8.4,9.1,10,10.8,11.7,12.7,13.7,14.7
"73",2,2.3,2.7,3.1,3.5,3.9,4.4,4.9,5.4,5.9,6.5,7.1,7.8,8.5,9.3,10.1,11,11.9,12.9,13.9,14.9
"74",2.1,2.4,2.7,3.1,3.5,4,4.5,4.9,5.5,6,6.6,7.2,7.9,8.6,9.4,10.3,11.1,12.1,13.1,14.1,15.1
"75",2.1,2.4,2.8,3.2,3.6,4,4.5,5,5.5,6.1,6.7,7.3,8,8.7,9.5,10.4,11.3,12.3,13.2,14.3,15.3
"76",2.1,2.5,2.8,3.2,3.6,4.1,4.6,5.1,5.6,6.2,6.8,7.4,8.1,8.9,9.7,10.6,11.5,12.4,13.4,14.5,15.5
"77",2.2,2.5,2.9,3.3,3.7,4.2,4.6,5.2,5.7,6.3,6.9,7.5,8.2,9,9.8,10.7,11.6,12.6,13.6,14.7,15.7
"78",2.2,2.5,2.9,3.3,3.7,4.2,4.7,5.2,5.8,6.4,7,7.6,8.4,9.1,10,10.9,11.8,12.8,13.8,14.9,16
"79",2.2,2.6,2.9,3.4,3.8,4.3,4.8,5.3,5.9,6.4,7.1,7.7,8.5,9.3,10.1,11,12,13,14,15.1,16.2
"80",2.3,2.6,3,3.4,3.9,4.3,4.9,5.4,6,6.5,7.2,7.9,8.6,9.4,10.3,11.2,12.2,13.2,14.2,15.3,16.4
"81",2.3,2.7,3,3.5,3.9,4.4,4.9,5.5,6,6.6,7.3,8,8.7,9.6,10.5,11.4,12.4,13.4,14.4,15.5,16.6
"82",2.4,2.7,3.1,3.5,4,4.5,5,5.6,6.1,6.8,7.4,8.1,8.9,9.7,10.6,11.6,12.6,13.6,14.6,15.7,16.9
"83",2.4,2.7,3.1,3.6,4,4.6,5.1,5.7,6.2,6.9,7.5,8.2,9,9.9,10.8,11.8,12.8,13.8,14.9,16,17.1
"84",2.4,2.8,3.2,3.6,4.1,4.6,5.2,5.8,6.3,7,7.7,8.4,9.2,10.1,11,11.9,13,14,15.1,16.2,17.3
"85",2.5,2.8,3.3,3.7,4.2,4.7,5.3,5.9,6.5,7.1,7.8,8.5,9.4,10.2,11.2,12.2,13.2,14.2,15.3,16.5,17.6
"86",2.5,2.9,3.3,3.8,4.3,4.8,5.4,6,6.6,7.2,7.9,8.7,9.5,10.4,11.4,12.4,13.4,14.5,15.6,16.7,17.8
"87",2.6,3,3.4,3.8,4.4,4.9,5.5,6.1,6.7,7.4,8.1,8.9,9.7,10.6,11.6,12.6,13.6,14.7,15.8,17,18.1
"88",2.6,3,3.4,3.9,4.4,5,5.6,6.2,6.8,7.5,8.2,9,9.9,10.8,11.8,12.8,13.9,15,16.1,17.2,18.4
"89",2.7,3.1,3.5,4,4.5,5.1,5.7,6.3,7,7.7,8.4,9.2,10.1,11,12,13.1,14.1,15.3,16.4,17.5,18.6
"90",2.8,3.2,3.6,4.1,4.6,5.2,5.8,6.4,7.1,7.8,8.6,9.4,10.3,11.3,12.3,13.3,14.4,15.5,16.7,17.8,18.9
"91",2.8,3.2,3.7,4.2,4.7,5.3,5.9,6.6,7.3,8,8.8,9.6,10.5,11.5,12.5,13.6,14.7,15.9,17,18.1,19.2
"92",2.9,3.3,3.8,4.3,4.9,5.5,6.1,6.8,7.5,8.2,9,9.8,10.8,11.8,12.8,13.9,15,16.2,17.3,18.5,19.6
"93",3,3.4,3.9,4.4,5,5.6,6.3,6.9,7.7,8.4,9.2,10.1,11.1,12.1,13.1,14.3,15.4,16.5,17.7,18.8,19.9
"94",3.1,3.5,4,4.6,5.1,5.8,6.4,7.1,7.9,8.7,9.5,10.4,11.4,12.4,13.5,14.6,15.8,16.9,18.1,19.2,20.3
"95",3.2,3.6,4.2,4.7,5.3,6,6.7,7.4,8.1,8.9,9.8,10.7,11.7,12.8,13.9,15,16.2,17.4,18.5,19.6,20.6
"96",3.3,3.8,4.3,4.9,5.5,6.2,6.9,7.6,8.4,9.3,10.2,11.1,12.1,13.2,14.4,15.5,16.7,17.8,19,20.1,21.1
"97",3.5,4,4.5,5.1,5.8,6.5,7.2,8,8.8,9.7,10.6,11.6,12.6,13.8,14.9,16.1,17.3,18.4,19.6,20.6,21.6
"98",3.7,4.2,4.8,5.5,6.2,6.9,7.6,8.5,9.3,10.2,11.2,12.2,13.3,14.5,15.7,16.8,18,19.2,20.2,21.2,22.1
"99",4.1,4.7,5.3,6,6.7,7.5,8.3,9.2,10.1,11.1,12.1,13.2,14.4,15.6,16.8,18,19.1,20.2,21.2,22.1,22.9
