"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"21",18,24,32,42,54,70,89,111,137,167,199,233,267,302,338,372,406,439,470,499,526
"22",19,26,34,44,57,73,93,116,143,173,205,240,275,310,345,380,414,447,477,507,534
"23",21,27,36,46,60,77,97,121,149,179,212,247,282,318,353,388,422,454,485,514,540
"24",22,29,38,49,63,80,101,126,154,185,219,254,289,325,361,396,429,462,492,520,547
"25",23,30,39,51,66,84,105,131,159,191,225,261,296,333,368,403,437,469,499,527,553
"26",24,32,41,54,69,87,110,136,165,197,232,267,304,340,375,410,444,476,506,533,559
"27",25,33,43,56,72,91,114,140,170,203,238,274,310,347,382,417,451,482,512,539,564
"28",27,35,45,58,75,95,118,145,176,209,244,281,317,354,389,424,457,489,518,545,570
"29",28,37,47,61,78,98,122,150,181,215,251,287,324,360,396,431,464,495,524,551,575
"30",29,38,49,63,81,102,127,155,187,221,257,294,331,367,403,437,470,501,530,556,580
"31",31,40,51,66,84,105,131,160,192,227,263,300,337,374,409,444,476,507,535,561,585
"32",32,41,54,69,87,109,135,165,197,233,269,306,344,380,416,450,483,513,541,566,589
"33",33,43,56,71,90,113,139,170,203,238,275,313,350,387,422,456,488,518,546,571,593
"34",35,45,58,74,93,117,144,174,208,244,281,319,356,393,428,462,494,524,551,576,598
"35",36,47,60,76,97,120,148,179,214,250,287,325,362,399,434,468,500,529,556,580,602
"36",38,49,62,79,100,124,153,184,219,256,293,331,369,405,440,474,505,534,561,585,605
"37",39,50,64,82,103,128,157,189,224,261,299,337,375,411,446,480,511,539,565,589,609
"38",41,52,67,85,106,132,161,194,230,267,305,343,381,417,452,485,516,544,570,593,613
"39",42,54,69,87,110,136,166,199,235,273,311,349,387,423,458,490,521,549,574,597,616
"40",44,56,71,90,113,140,170,204,241,278,317,355,392,429,463,496,526,554,579,600,619
"41",45,58,74,93,117,144,175,209,246,284,323,361,398,434,469,501,531,558,583,604,622
"42",47,60,76,96,120,148,179,214,251,290,329,367,404,440,474,506,536,563,587,608,625
"43",48,62,79,99,123,152,184,219,257,295,334,373,410,446,479,511,540,567,590,611,628
"44",50,64,81,102,127,156,189,224,262,301,340,378,415,451,485,516,545,571,594,614,631
"45",52,66,84,105,131,160,193,229,268,307,346,384,421,456,490,521,550,575,598,617,634
"46",54,68,86,108,134,164,198,235,273,312,352,390,427,462,495,526,554,579,601,620,636
"47",55,70,89,111,138,168,203,240,279,318,357,395,432,467,500,530,558,583,605,623,639
"48",57,72,91,114,142,173,207,245,284,324,363,401,438,472,505,535,562,587,608,626,641
"49",59,75,94,118,145,177,212,250,290,329,369,407,443,478,510,540,567,590,611,629,643
"50",61,77,97,121,149,181,217,255,295,335,374,412,448,483,515,544,571,594,614,631,645
"51",63,79,100,124,153,186,222,261,301,341,380,418,454,488,519,548,575,597,617,634,647
"52",65,82,102,128,157,190,227,266,306,346,386,423,459,493,524,553,578,601,620,636,649
"53",67,84,105,131,161,195,232,271,312,352,391,429,464,498,529,557,582,604,623,639,651
"54",69,86,108,134,165,199,237,277,317,358,397,434,469,503,533,561,586,607,626,641,653
"55",71,89,111,138,169,204,242,282,323,363,402,440,475,507,538,565,589,611,628,643,655
"56",73,92,114,142,173,208,247,287,328,369,408,445,480,512,542,569,593,614,631,645,656
"57",75,94,117,145,177,213,252,293,334,375,414,450,485,517,547,573,596,617,633,647,658
"58",77,97,121,149,182,218,257,298,340,380,419,456,490,522,551,577,600,620,636,649,659
"59",79,99,124,153,186,223,263,304,345,386,425,461,495,526,555,581,603,622,638,651,661
"60",82,102,127,156,190,228,268,309,351,392,430,466,500,531,559,585,606,625,640,653,662
"61",84,105,130,160,195,233,273,315,357,398,436,472,505,536,563,588,610,628,643,655,663
"62",86,108,134,164,199,238,279,321,363,403,441,477,510,540,568,592,613,630,645,656,665
"63",89,111,137,168,204,243,284,327,369,409,447,482,515,545,572,595,616,633,647,658,666
"64",91,114,141,173,209,248,290,332,374,415,453,488,520,549,576,599,619,635,649,659,667
"65",94,117,145,177,213,253,295,338,380,421,458,493,525,554,579,602,622,638,651,661,668
"66",97,120,148,181,218,259,301,344,386,426,464,498,529,558,583,606,624,640,652,662,669
"67",99,123,152,185,223,264,307,350,392,432,469,503,534,562,587,609,627,642,654,663,670
"68",102,127,156,190,228,270,313,356,398,438,475,508,539,567,591,612,630,644,656,665,671
"69",105,130,160,195,233,275,319,362,404,444,481,514,544,571,595,615,633,647,658,666,672
"70",108,134,164,199,239,281,325,368,411,450,486,519,548,575,598,618,635,649,659,667,672
"71",111,137,168,204,244,287,331,375,417,456,492,524,553,579,602,621,638,651,661,668,673
"72",114,141,173,209,249,293,337,381,423,462,497,529,558,583,605,624,640,653,662,669,674
"73",118,145,177,214,255,299,343,387,429,468,503,534,562,587,609,627,642,654,663,670,674
"74",121,149,182,219,261,305,350,394,436,474,509,539,567,591,612,630,645,656,665,671,675
"75",125,153,186,225,267,311,356,400,442,480,514,545,572,595,616,633,647,658,666,672,675
"76",128,157,191,230,273,318,363,407,449,486,520,550,576,599,619,636,649,659,667,673,676
"77",132,162,196,236,279,324,370,414,455,493,526,555,581,603,622,638,651,661,668,673,676
"78",136,166,202,242,285,331,377,421,462,499,531,560,585,607,626,641,653,663,669,674,677
"79",140,171,207,248,292,338,384,428,469,505,537,565,590,611,629,644,655,664,670,675,677
"80",144,176,213,254,299,345,391,435,475,511,543,570,594,615,632,646,657,665,671,675,678
"81",149,181,218,261,306,353,399,442,482,518,549,575,599,618,635,649,659,667,672,676,678
"82",153,186,225,267,313,360,406,450,489,524,555,581,603,622,638,651,661,668,673,676,678
"83",158,192,231,274,321,368,414,457,497,531,560,586,607,626,641,653,663,669,674,677,679
"84",163,198,237,282,328,376,422,465,504,538,566,591,612,630,644,656,664,670,675,677,679
"85",169,204,244,289,337,384,431,473,511,544,572,596,616,633,647,658,666,672,675,678,679
"86",174,211,252,297,345,393,439,481,519,551,578,601,621,637,650,660,667,673,676,678,679
"87",181,217,260,306,354,402,448,490,527,558,584,606,625,640,652,662,669,674,677,678,679
"88",187,225,268,315,363,412,457,498,535,565,591,612,629,644,655,664,670,674,677,679,679
"89",194,233,276,324,373,421,467,507,543,572,597,617,633,647,658,666,671,675,678,679,680
"90",202,241,286,334,384,432,477,517,551,580,603,622,638,650,660,668,673,676,678,679,680
"91",210,251,296,345,395,443,487,527,560,587,610,627,642,654,663,669,674,677,678,679,680
"92",219,261,307,356,407,455,498,537,569,595,616,633,646,657,665,671,675,677,679,680,680
"93",229,272,319,369,420,467,510,547,578,603,623,638,651,660,667,673,676,678,679,680,680
"94",240,284,333,383,434,481,523,559,588,611,629,644,655,663,670,674,677,678,679,680,680
"95",254,299,348,399,449,496,537,571,598,620,636,649,659,666,672,675,678,679,680,680,680
"96",269,316,366,418,467,513,552,584,610,629,644,655,663,669,674,677,678,679,680,680,680
"97",289,337,388,439,488,532,569,599,622,639,651,661,667,672,676,678,679,680,680,680,680
"98",314,364,416,467,515,556,590,616,635,649,659,666,672,675,677,679,679,680,680,680,680
"99",355,406,458,507,551,588,616,637,651,662,668,673,676,678,679,680,680,680,680,680,680
