"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"36",1.3,1.4,1.6,1.7,1.9,2.1,2.4,2.6,2.9,3.2,3.5,3.8,4.1,4.5,4.9,5.3,5.7,6.2,6.7,7.2,7.7
"37",1.3,1.4,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.6,3.9,4.2,4.6,5,5.4,5.8,6.3,6.8,7.3,7.9
"38",1.3,1.4,1.6,1.8,2,2.2,2.5,2.7,3,3.3,3.6,3.9,4.3,4.6,5.1,5.5,5.9,6.4,6.9,7.5,8
"39",1.3,1.5,1.6,1.8,2,2.2,2.5,2.8,3,3.3,3.7,4,4.3,4.7,5.1,5.6,6,6.5,7.1,7.6,8.2
"40",1.3,1.5,1.6,1.8,2,2.3,2.5,2.8,3.1,3.4,3.7,4.1,4.4,4.8,5.2,5.7,6.1,6.7,7.2,7.8,8.4
"41",1.4,1.5,1.7,1.9,2.1,2.3,2.6,2.8,3.1,3.4,3.8,4.1,4.5,4.9,5.3,5.8,6.3,6.8,7.3,7.9,8.5
"42",1.4,1.5,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.8,4.2,4.5,5,5.4,5.9,6.4,6.9,7.5,8,8.7
"43",1.4,1.5,1.7,1.9,2.1,2.4,2.6,2.9,3.2,3.5,3.9,4.2,4.6,5,5.5,6,6.5,7,7.6,8.2,8.8
"44",1.4,1.6,1.7,1.9,2.2,2.4,2.7,3,3.3,3.6,3.9,4.3,4.7,5.1,5.6,6.1,6.6,7.1,7.7,8.3,9
"45",1.4,1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.6,4,4.4,4.8,5.2,5.7,6.2,6.7,7.2,7.9,8.5,9.2
"46",1.5,1.6,1.8,2,2.2,2.5,2.7,3,3.4,3.7,4,4.4,4.8,5.3,5.7,6.2,6.8,7.4,8,8.6,9.3
"47",1.5,1.6,1.8,2,2.2,2.5,2.8,3.1,3.4,3.7,4.1,4.5,4.9,5.3,5.8,6.3,6.9,7.5,8.1,8.8,9.5
"48",1.5,1.7,1.8,2,2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.5,5,5.4,5.9,6.4,7,7.6,8.3,8.9,9.7
"49",1.5,1.7,1.9,2.1,2.3,2.6,2.8,3.2,3.5,3.8,4.2,4.6,5,5.5,6,6.5,7.1,7.7,8.4,9.1,9.8
"50",1.5,1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.3,4.7,5.1,5.6,6.1,6.6,7.2,7.9,8.5,9.2,10
"51",1.6,1.7,1.9,2.1,2.4,2.6,2.9,3.2,3.6,3.9,4.3,4.7,5.2,5.7,6.2,6.7,7.3,8,8.7,9.4,10.2
"52",1.6,1.7,1.9,2.1,2.4,2.7,3,3.3,3.6,4,4.4,4.8,5.2,5.7,6.3,6.8,7.5,8.1,8.8,9.5,10.3
"53",1.6,1.8,2,2.2,2.4,2.7,3,3.3,3.7,4,4.4,4.9,5.3,5.8,6.4,6.9,7.6,8.2,8.9,9.7,10.5
"54",1.6,1.8,2,2.2,2.4,2.7,3,3.4,3.7,4.1,4.5,4.9,5.4,5.9,6.5,7,7.7,8.4,9.1,9.8,10.7
"55",1.6,1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.1,4.6,5,5.5,6,6.5,7.2,7.8,8.5,9.2,10,10.8
"56",1.7,1.8,2,2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5.1,5.5,6.1,6.6,7.3,7.9,8.6,9.4,10.2,11
"57",1.7,1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.7,5.1,5.6,6.2,6.7,7.4,8,8.7,9.5,10.3,11.2
"58",1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.5,3.9,4.3,4.7,5.2,5.7,6.2,6.8,7.5,8.1,8.9,9.6,10.5,11.3
"59",1.7,1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.8,5.3,5.8,6.3,6.9,7.6,8.3,9,9.8,10.6,11.5
"60",1.7,1.9,2.1,2.4,2.6,2.9,3.3,3.6,4,4.4,4.9,5.3,5.9,6.4,7,7.7,8.4,9.1,9.9,10.8,11.7
"61",1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,4.9,5.4,5.9,6.5,7.1,7.8,8.5,9.3,10.1,10.9,11.9
"62",1.8,2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6,6.6,7.2,7.9,8.6,9.4,10.2,11.1,12
"63",1.8,2,2.2,2.5,2.7,3,3.4,3.8,4.2,4.6,5,5.5,6.1,6.7,7.3,8,8.8,9.5,10.4,11.3,12.2
"64",1.8,2,2.2,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5.1,5.6,6.2,6.8,7.4,8.1,8.9,9.7,10.5,11.4,12.4
"65",1.9,2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.7,5.2,5.7,6.3,6.9,7.5,8.2,9,9.8,10.7,11.6,12.6
"66",1.9,2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.3,4.8,5.2,5.8,6.3,7,7.6,8.4,9.1,10,10.8,11.8,12.8
"67",1.9,2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.8,5.3,5.8,6.4,7.1,7.7,8.5,9.3,10.1,11,11.9,12.9
"68",1.9,2.1,2.4,2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,5.9,6.5,7.2,7.9,8.6,9.4,10.3,11.2,12.1,13.1
"69",2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6,6.6,7.3,8,8.7,9.5,10.4,11.3,12.3,13.3
"70",2,2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6.1,6.7,7.4,8.1,8.9,9.7,10.6,11.5,12.5,13.5
"71",2,2.2,2.5,2.7,3,3.4,3.7,4.2,4.6,5.1,5.6,6.2,6.8,7.5,8.2,9,9.8,10.7,11.7,12.7,13.7
"72",2,2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.7,5.2,5.7,6.3,6.9,7.6,8.3,9.1,10,10.9,11.8,12.8,13.9
"73",2.1,2.3,2.5,2.8,3.1,3.5,3.9,4.3,4.7,5.2,5.8,6.3,7,7.7,8.4,9.2,10.1,11,12,13,14.1
"74",2.1,2.3,2.6,2.8,3.2,3.5,3.9,4.3,4.8,5.3,5.8,6.4,7.1,7.8,8.6,9.4,10.3,11.2,12.2,13.2,14.3
"75",2.1,2.3,2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,5.9,6.5,7.2,7.9,8.7,9.5,10.4,11.4,12.4,13.4,14.5
"76",2.2,2.4,2.6,2.9,3.3,3.6,4,4.5,4.9,5.4,6,6.6,7.3,8,8.8,9.7,10.6,11.5,12.5,13.6,14.7
"77",2.2,2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.5,6.1,6.7,7.4,8.1,9,9.8,10.7,11.7,12.7,13.8,14.9
"78",2.2,2.5,2.7,3,3.3,3.7,4.1,4.6,5.1,5.6,6.2,6.8,7.5,8.3,9.1,10,10.9,11.9,12.9,14,15.1
"79",2.3,2.5,2.8,3.1,3.4,3.8,4.2,4.6,5.1,5.7,6.3,6.9,7.6,8.4,9.2,10.1,11.1,12.1,13.1,14.2,15.4
"80",2.3,2.5,2.8,3.1,3.4,3.8,4.3,4.7,5.2,5.8,6.4,7,7.7,8.5,9.4,10.3,11.2,12.3,13.3,14.4,15.6
"81",2.3,2.6,2.8,3.2,3.5,3.9,4.3,4.8,5.3,5.9,6.5,7.1,7.9,8.7,9.5,10.4,11.4,12.5,13.5,14.7,15.8
"82",2.4,2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,6,6.6,7.3,8,8.8,9.7,10.6,11.6,12.7,13.7,14.9,16
"83",2.4,2.7,2.9,3.3,3.6,4,4.5,4.9,5.5,6.1,6.7,7.4,8.1,9,9.8,10.8,11.8,12.9,14,15.1,16.3
"84",2.4,2.7,3,3.3,3.7,4.1,4.5,5,5.6,6.2,6.8,7.5,8.3,9.1,10,11,12,13.1,14.2,15.4,16.5
"85",2.5,2.8,3,3.4,3.7,4.2,4.6,5.1,5.7,6.3,6.9,7.6,8.4,9.3,10.2,11.2,12.2,13.3,14.4,15.6,16.8
"86",2.5,2.8,3.1,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7,7.8,8.6,9.4,10.4,11.4,12.4,13.5,14.7,15.9,17
"87",2.6,2.9,3.2,3.5,3.9,4.3,4.8,5.3,5.9,6.5,7.2,7.9,8.7,9.6,10.6,11.6,12.7,13.8,14.9,16.1,17.3
"88",2.6,2.9,3.2,3.6,4,4.4,4.9,5.4,6,6.6,7.3,8.1,8.9,9.8,10.8,11.8,12.9,14,15.2,16.4,17.6
"89",2.7,3,3.3,3.6,4,4.5,5,5.5,6.1,6.8,7.5,8.2,9.1,10,11,12.1,13.2,14.3,15.5,16.7,17.9
"90",2.8,3,3.4,3.7,4.1,4.6,5.1,5.6,6.2,6.9,7.6,8.4,9.3,10.2,11.2,12.3,13.4,14.6,15.8,17,18.2
"91",2.8,3.1,3.4,3.8,4.2,4.7,5.2,5.8,6.4,7.1,7.8,8.6,9.5,10.5,11.5,12.6,13.7,14.9,16.1,17.3,18.5
"92",2.9,3.2,3.5,3.9,4.3,4.8,5.3,5.9,6.5,7.2,8,8.8,9.7,10.7,11.8,12.9,14,15.2,16.4,17.7,18.8
"93",3,3.3,3.6,4,4.5,4.9,5.5,6.1,6.7,7.4,8.2,9,10,11,12.1,13.2,14.4,15.6,16.8,18,19.2
"94",3.1,3.4,3.7,4.1,4.6,5.1,5.6,6.2,6.9,7.6,8.4,9.3,10.3,11.3,12.4,13.6,14.7,16,17.2,18.4,19.6
"95",3.2,3.5,3.9,4.3,4.7,5.3,5.8,6.4,7.1,7.9,8.7,9.6,10.6,11.7,12.8,14,15.2,16.4,17.6,18.9,20
"96",3.3,3.6,4,4.5,4.9,5.5,6,6.7,7.4,8.2,9,10,11,12.1,13.2,14.4,15.7,16.9,18.1,19.3,20.5
"97",3.5,3.8,4.2,4.7,5.2,5.7,6.3,7,7.7,8.5,9.4,10.4,11.5,12.6,13.8,15,16.3,17.5,18.7,19.9,21
"98",3.7,4.1,4.5,5,5.5,6.1,6.7,7.4,8.2,9,10,11,12.1,13.3,14.5,15.8,17,18.3,19.5,20.6,21.6
"99",4,4.5,4.9,5.4,6,6.6,7.3,8.1,8.9,9.8,10.8,11.9,13.1,14.3,15.6,16.9,18.1,19.4,20.5,21.6,22.5
