"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"81",117,148,185,229,277,328,379,427,469,506,539,567,591,613,631,645,657,666,672,675,678
"82",121,152,191,235,284,336,387,434,476,513,545,572,596,617,634,648,659,667,672,676,678
"83",125,157,196,242,291,343,395,442,484,520,551,578,601,621,637,651,661,668,673,677,678
"84",129,162,202,248,299,351,403,450,491,527,557,583,605,624,640,653,663,669,674,677,679
"85",133,168,209,256,307,360,411,458,499,534,564,589,610,628,643,655,664,671,675,677,679
"86",138,173,215,263,315,368,420,467,507,541,570,594,615,632,646,658,666,672,676,678,679
"87",143,179,222,271,324,378,429,475,515,549,577,600,619,636,649,660,668,673,676,678,679
"88",148,186,230,279,333,387,438,484,523,556,583,605,624,640,652,662,669,674,677,679,679
"89",154,193,238,288,343,397,448,494,532,564,590,611,629,643,655,664,670,675,677,679,680
"90",161,200,246,298,353,408,458,503,541,571,596,617,633,647,658,666,672,676,678,679,680
"91",167,208,256,308,364,419,469,513,550,579,603,622,638,651,661,668,673,676,678,679,680
"92",175,217,266,320,376,431,481,524,559,588,610,628,643,654,663,670,674,677,679,679,680
"93",184,227,277,332,389,444,493,535,569,596,617,634,647,658,666,672,675,678,679,680,680
"94",193,238,290,346,403,458,506,547,580,605,625,640,652,661,668,673,676,678,679,680,680
"95",205,251,304,361,419,473,521,560,591,614,632,646,657,665,671,675,677,679,679,680,680
"96",218,267,321,379,437,491,537,574,603,624,640,652,661,668,673,676,678,679,680,680,680
"97",235,286,342,401,459,511,555,590,616,634,648,658,666,671,675,677,679,680,680,680,680
"98",257,311,370,430,486,536,577,608,630,646,657,665,670,674,677,679,679,680,680,680,680
"99",294,351,412,471,526,571,606,631,648,659,667,672,675,677,679,679,680,680,680,680,680
